Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL,Followers,Friends,Favorite
What's next Rachel Maddow? It can only get worse for Trump. #MorningJoe,Trump,2020-08-06 10:14:19,UltramanBG,Twitter for Android,1291316665121218566,https://twitter.com/statuses/1291316665121218566,449,510,0
@realTuckFrumper Trump and the GOP are white bread. I'm not surprised disappointing as it may be.,Trump,2020-08-06 10:14:18,FayKozlowski,Twitter Web App,1291316662420021248,https://twitter.com/statuses/1291316662420021248,212,392,0
"@TyGregoryGrant Plausible at least if the race becomes much closer, but Biden is still leading quite handily, and is also leading in Iowa, North Carolina, Florida, Pennsylvania, Ohio and maybe even Texas.",Biden,2020-08-06 10:14:18,realistleft,Twitter Web App,1291316662373888001,https://twitter.com/statuses/1291316662373888001,1070,330,0
Just look how far the Republican party and Donald Trump  have fallen  they're willing to harm your children just to make Benedict Donald Trump kind of look good which is impossible Trump and Republicans are child killers https://t.co/5NbyAGDjNt,Trump,2020-08-06 10:14:18,Johnnymal4,Twitter for Android,1291316660708745216,https://twitter.com/statuses/1291316660708745216,1555,2281,0
It's the sixth of August and in Belgium the first non-symptomatic Corona tests are being taken. Only available for fraction of the population of the City of Antwerp. Trump is right about one thing: compared to us the USA has fantastic testing. #coronavirus #CoronaDeathsChampions,Trump,2020-08-06 10:14:17,TSAtheist,Twitter for Android,1291316660369002497,https://twitter.com/statuses/1291316660369002497,312,327,0
1. I detest Trump. 2. Most of his posts should be deleted. 3. He didn’t express it well BUTThere is plenty of evidence that kids are not spreaders of Covid. There have been almost no deaths of healthy under 10’s. No  evidence of teachers infected by kids. Get them back to school!,Trump,2020-08-06 10:14:17,DrHoenderkamp,Twitter for iPhone,1291316657227534336,https://twitter.com/statuses/1291316657227534336,1683,238,0
Donald Trump is even better than guns!!!,Trump,2020-08-06 10:14:16,SkittleCostanza,"Cheap Bots, Done Quick!",1291316653041561600,https://twitter.com/statuses/1291316653041561600,10,55,0
"There is so much happening, so fast. The Trump Administration is working really hard, moving forward faster than a hurricane and achieving great things💯‼️ Thank You, Best President @realDonaldTrump https://t.co/D7kGMT8Y3W",Trump,2020-08-06 10:14:15,ariellaonewland,Twitter for iPhone,1291316650462138369,https://twitter.com/statuses/1291316650462138369,25577,3249,0
@jmeacham This election is going to be a blowout 7030 Biden Only fox will try to spin it is close so saying that the election is going to take 2 to 3 days or a week is playing into trumps hand wake up On Nov3 at  7 PM Pacific time MSNBC call the race for Biden no matter what.,"Trump,Biden",2020-08-06 10:14:14,Nome12345098V,Twitter Web App,1291316646984822784,https://twitter.com/statuses/1291316646984822784,2,0,0
"Trump was expected to say that he was negotiating a possible joint venture with Black’s company to turn the headquarters of The Sun-Times into a hotel & residential tower.

Black’s defense lawyers decided at the last minute not to have Trump testify.

#TrumpCrimeSyndicate",Trump,2020-08-06 10:14:14,MaggieDay55,Twitter for iPhone,1291316645986627585,https://twitter.com/statuses/1291316645986627585,543,1451,0
@laura_cwe I'd tell him that he's rubbing his nose in Trump butt.. Getting stinky 😕 I'd ask to see his medical papers revoked,Trump,2020-08-06 10:14:14,tchevalier10,Twitter for Android,1291316645877747717,https://twitter.com/statuses/1291316645877747717,1410,2038,0
As Trump sees the world. https://t.co/L6hpTtqPyq https://t.co/haeL23xOb0,Trump,2020-08-06 10:14:14,cowdisley,Twitter Web App,1291316645042954241,https://twitter.com/statuses/1291316645042954241,162,380,0
@joshdcaplan I agree with President Trump,Trump,2020-08-06 10:14:14,melbajtex,Twitter for iPhone,1291316644904566789,https://twitter.com/statuses/1291316644904566789,24,279,0
Keep trying. I would vote joe if he were in a straight jacket and slobbering before trump. https://t.co/Qolok23mFL,Trump,2020-08-06 10:14:13,cherylo79051832,Twitter for iPhone,1291316642870366209,https://twitter.com/statuses/1291316642870366209,71,217,0
"UNREAL: Twitter Suspends Trump Campaign Account for Saying ""Children Almost Immune"" from COVID-19 -- BUT THEY'RE RIGHT! -- More Kids Die from Drowning, Car Accidents https://t.co/Y3tp9LaTsa via @gatewaypundit",Trump,2020-08-06 10:14:13,afmcp,Twitter Web App,1291316641863815168,https://twitter.com/statuses/1291316641863815168,398,883,0
@tedcruz Any American that would hand their semi-automatic weapons over to Sleepy Joe Biden and Beto O'Rourke is not only stupid they are insane.,Biden,2020-08-06 10:14:13,Michael07643152,Twitter for Android,1291316641645633536,https://twitter.com/statuses/1291316641645633536,2,31,0
@RufusKings1776 I bet Trump and his gang are heavily invested in it too. That's why they keep promoting this snake oil and ignoring the science.,Trump,2020-08-06 10:14:11,spmorton,Twitter Web App,1291316634595069952,https://twitter.com/statuses/1291316634595069952,62,178,0
@AynRandPaulRyan Did he say something about the blacks being taken advantage of? This is far worst because he is misleading them. He should just come out and campaign for trump instead.,Trump,2020-08-06 10:14:11,rrjr724,Twitter for Android,1291316633869234176,https://twitter.com/statuses/1291316633869234176,2199,2637,0
