Tweet,Matched Keywords,Date,User,Source,Tweet ID,Tweet URL,Followers,Friends,Favorite
"Opinion: Trump's demand for election-night results is deceptive and dangerous https://t.co/dVTy3Ku28b via @YahooNews 

And NORMAL!! With ONE exception, we've known the outcome of elections on election night. Why not now? Why not? MM, you must have gone to college to get stupid!",Trump,8/11/2020 23:59,FrankTarascio,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336370686001152,0,11,0
@ThomasJTobin1 I left the Catholic church when Trump was elected because of people like you.,Trump,8/11/2020 23:59,kgordonmercier,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336370514026496,28,422,0
"@Winterconnects Yea trump is doing a great job 
Mr 6 bankruptcies 
Who disbanded the PANDEMIC response team 
She's a senator 
On 3 very important committees 
And former DA
most vp dont have vp experience fool
What did Quayle or Palin bring?",Trump,8/11/2020 23:59,Chewythewookie1,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336370279309312,12295,13239,5
"Sen. John Cronyn, GovTrak rates Sen. Harris as the most liberal Senator in 2019. Is GovTrak also owned & operated Fox (pretend) News.  If the fear tactics are coming from Trump butt kissers, Sen. Harris has to be a fantastic responsible individual. https://t.co/8unpcIAsfL",Trump,8/11/2020 23:59,JCN19529,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336370086400000,13,51,1
I'm not exactly counting on everything to immediately magically get better in the event that Biden wins the election. I'm gearing up for an extended period of foot-dragging and half-measures and backlash from the nation and around the world.,Biden,8/11/2020 23:59,CaptainSnoop,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336369985708032,2660,326,1
@BenjaminPDixon Biden responding to a crisis in Year 3. https://t.co/dMbSgbY9Lc,Biden,8/11/2020 23:59,AridMason,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336369528311808,35,265,0
"@wikileaks but do you really believe that? She is a part of the old guard that has been after Assange for the past decade. If Trump moved to dissolve the Assange case, all of these people would change their tune and attack Trump's move in a quick minute. Optics are important",Trump,8/11/2020 23:59,CoryBooker13,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336368920301568,608,1152,4
@charliekirk11 President Trump should confront fauci on his lying about HCQ and force the FDA/state medical boards to STOP BLOCKING PHYSICIANS FROM PRESCRIBING HCQ FOR COVID19. Do you think for 1moment pharmacists & doctors not all taking it themselves prophylactically?,Trump,8/11/2020 23:59,cynindesign,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336368781852672,32,94,0
"Interior Department Withheld Trump Nominee Docs Ahead Of Confirmation, Watchdog Finds
https://t.co/3ZPLXSCKGw",Trump,8/11/2020 23:59,JamesCordeiro3,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336368777658369,1340,1230,0
why would you literally say you would vote for hitler over trump like make it make sense,Trump,8/11/2020 23:59,nkemenike,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336368710467585,464,418,3
"@AJDobie I heard he calls Trump ""father"". I don't know if it's true but I wouldn't be surprised.",Trump,8/11/2020 23:59,Thebreadgamer,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336368580624390,1237,2218,0
"Trump Is Already Working To Rig The 2020 Election
https://t.co/AWRXMMJ6Cr",Trump,8/11/2020 23:59,Monica12650,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336368538624007,128,120,0
Me giving the opening speech at the Kamala/ Biden inauguration https://t.co/0UUIiGM1o3,Biden,8/11/2020 23:59,Blackpinnkks,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336368194625536,12,192,0
Flashback: Kamala Harris said she believed women who accused Biden of inappropriate touching https://t.co/7dRSHcCbxw #FoxNews,Biden,8/11/2020 23:59,jamesmister2,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336367867584512,1,28,0
But wait I thought Biden said all black people were the same? https://t.co/87NEUUQAeU,Biden,8/11/2020 23:59,oldnormal_,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336367771070465,539,835,1
@JohnMTalmadgeMD If Trump was as tough on Putin as Harris was on Kavanaugh he'd be leading in the polls.,Trump,8/11/2020 23:59,atjeffholcomb,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336366823223297,187,963,4
"@FPWellman OMG I want to laugh & cry at the same time! ""Trump is following the playbook of dictators throughout history.... No student of history, Mr. Trump nevertheless appears to be following Caesar’s example."" #Election2020 #Milley",Trump,8/11/2020 23:59,andvamom2,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336365887881216,1592,2808,1
@_Jason_Dean_ i'm sorry but are you blaming all the deaths from covid-19 on trump?,Trump,8/11/2020 23:59,Hamsammich42,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336365845770240,384,350,7
@JimMWeber #TRUMP...but he'll only complain about the #pac12...you know...those commies (WHO WON'T VOTE for him) in CALI...he needs those states in BIG10 so..... https://t.co/CNuO7HG7so,Trump,8/11/2020 23:59,JFAL1962,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336365376188416,440,1048,0
Many of the Trump voters will still vote for that candidate (more than would stay home) because they don’t want a Democrat and moderate Indy voters would as well. An example would be Rubio before he went full Trump.,Trump,8/11/2020 23:59,Deckerj24,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336365250351107,597,2052,0
"If you fuckers ruin my timeline again with fucking drama all because you don’t like how someone votes I swear to god I’ll start tweeting furry porn at every single one of you. Yeah, I want to get trump out of office too but canceling someone over their vote doesn’t do jack shit.",Trump,8/11/2020 23:59,SecretNeoLib,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336365187371009,377,579,0
"@CNNnewsroom With one of the greatest, most courageous decisions in American history,JOSEPH BIDEN has begun the healing process of America. He da man, and one of the very greatest men for the job of POTUS in history.Twice he has decided to cross the lines of division, and(Cont'd)",Biden,8/11/2020 23:59,viewofaplanet,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336364683911168,3,0,0
@newtgingrich Trump 2020 to infinity and beyond!,Trump,8/11/2020 23:59,TheresaBrigner,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336364667240451,2043,4929,1
"@realDonaldTrump hypocrit much?

https://t.co/XKwwOvPpRF",Trump,8/11/2020 23:59,crimson_mick,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336364663152641,14,328,1
"Democrats might very well get lucky specifically because they are going against Trump, but they will need to figure something out in the future. If the GOP bucks Trump and moves to the center, then they will easily win an electoral majority in the future.",Trump,8/11/2020 23:59,Deckerj24,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336364558229506,597,2052,0
i hope the way trump has handled the pandemic and the protests has left such a bad taste in everyone's mouth that even states that always go red end up going blue in this election,Trump,8/11/2020 23:59,Numbah90,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336364252114949,433,499,2
"@MattofSteel57 Yeah... the binary decision is seriously crazy and ridiculous. But, for right now, it’s what we have. Biden could have selected Bing Bong from “Inside Out” and I would still be voting for Dems. 🤣",Biden,8/11/2020 23:59,Supermans_Papa,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336363945938944,104,483,1
Joe Biden has been in Congress for over 30 years and was Vice President for 8 he hasn’t done anything to unify American. If he couldn’t help America in 30 years what in the hell makes you think he could do it now? https://t.co/XOKSe3aHdK,Biden,8/11/2020 23:59,dbake_22,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336363849351169,322,347,6
@GOPChairwoman Look how stupid the GOP believes Trump voters are. Diminished. Mr. I can drink water like a big boy but don't ask me to walk down a ramp. https://t.co/f5uEa5diXU,Trump,8/11/2020 23:59,Delilah399,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336363845259265,2036,2879,1
"@MAJTOURE Me too, back when i viewed trump as a double edged sword. Alas, it seems hes has crumbled to the pressures of ""the swamp"" and now pays service to it.",Trump,8/11/2020 23:59,LeirWilson,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336363840962566,22,255,0
@WalkerBragman They’re Virtue signaling for centrists while intending on an election so botched due to COVID that they’ll cry to suspend office of president while we count/ recount so to engage rules of succession make Pelosi president squash trump investigations and rig election.,Trump,8/11/2020 23:59,quintroni,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336363148775424,208,1663,0
"@Arachnigamer And on the other hand, Trump’s government is throwing protestors in unmarked vans!",Trump,8/11/2020 23:59,ottovonbisbark,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336363044163590,1234,849,1
Remember when Trump destroyed American from the White House? https://t.co/O8KGdaEuBI,Trump,8/11/2020 23:59,BueschelJohn,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336361781669888,37,42,1
@Thetownlybomb This election will be more of a shitshow than 2016. At least I’m now more mentally prepared for another Trump win.,Trump,8/11/2020 23:59,EqueenofMars,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336361265696768,115,217,4
"Joe and Hoe.   Better choice is Trump and Pence.
Much better. https://t.co/DeckLcg9qb",Trump,8/11/2020 23:59,Lamed_Vav,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336360988729344,11164,12277,1
"@DevonESawa Of course he could, but the Heritage Foundation wouldn't support Trump without Pence, so there goes the evangelical vote. That would erode any political future either of those two have.",Trump,8/11/2020 23:59,cms121979,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336360665985026,43,295,0
@funder Kamala Harris slept her way into politics. Called biden a racist on national television and stated she believes Reid that she was sexually assaulted by biden. Today harris accepts to be bidens VP. This is what the dnc has to offer.,Biden,8/11/2020 23:59,ThinkClearly4u,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336360292626433,180,271,0
"Take the win. The alternative has more than proven where you stand in their esteem. When it comes to Black Americans and Trump, most certainly BLDM.

But let's prove this. Go to the next Trump rally without a MAGA hat. Report your findings. https://t.co/OJxIpAIXD2",Trump,8/11/2020 23:59,BozKuhi,Twitter for iPad,1.29E+18,https://twitter.com/statuses/1293336360099569665,6,131,0
13 of Biden's former rivals to appear together at Democratic convention https://t.co/XHKM1jdpCE,Biden,8/11/2020 23:59,prairielive,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336360070381571,7684,6308,0
@kevinmaisto It’s always white gays dismissing our valid criticisms. She’s a cop and you act like Biden and Harris are gonna be any better than the current administration. Wolves in sheep’s clothing,Biden,8/11/2020 23:59,Quesofresho,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336360003108865,162,437,55
This is a good ad. I would have added a bit more about how we are going to work to significantly destroy the Neoliberal agenda once Biden is elected and not be soft in our attempt to gain power but this is still a better ad than anything I've seen from the Biden campaign. https://t.co/gRxm8HAdQy,Biden,8/11/2020 23:59,Jef_The_Leftist,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336359910899712,984,1791,0
Breaking: Trump’s Top Interior Lawyer Under Secretary Bernhardt Accused of Breaking the Law https://t.co/YI2gnqnZIU,Trump,8/11/2020 23:59,JoeKing3333,Twitter Web App,1.29E+18,https://twitter.com/statuses/1293336359491588096,17228,17244,2
"@GOP Now more than ever, it’s important that we don’t vote for Trump. There, I corrected it for you.",Trump,8/11/2020 23:59,oceansoulgrl,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336359139258368,891,3682,1
@gregolear Thats the pot calling the kettle black but trump wouldn't understand that metaphor.,Trump,8/11/2020 23:59,Jzommie,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336358870802435,47,402,1
Literally the fucking PREMISE of the joke is that Donald Trump is a worse person to have in power than Adolph Hitler. You don't get to whine about nobody being able to take a joke if the joke just sucks!,Trump,8/11/2020 23:59,MattTheGweat,Twitter for Android,1.29E+18,https://twitter.com/statuses/1293336357952278529,4122,2795,5
"@arcuaria She’s counting her chickens too soon, I’m still not convinced Trump won’t win again. No one thought he would last time and obviously we know how that went. Also this tweet is cringe",Trump,8/11/2020 23:59,lloneke,Twitter for iPhone,1.29E+18,https://twitter.com/statuses/1293336357822181378,232,1439,0
